time,Fx,Fy,Fz,Ft,mu,k_eff,mu_mean,mu_std,slip,micro,material
1775472467.3730655,-0.24,0.49,0.67,0.5456189146281496,0.8143553735414567,0.6700000000000002,575200.9680202607,181388.66124717877,14.000000000000002,0.021770517669520106,Material_POM_19
1775472467.3838243,-0.31,0.49,0.81,0.5798275605729689,0.7158356107868619,0.8100000000000002,568600.9751786168,189986.66023281703,14.000000000000002,0.02202900807959483,Material_POM_19
1775472467.3947315,-0.39,0.49,0.95,0.6262587324740471,0.6592190244789712,0.95,562000.981770807,197992.16279728652,14.000000000000002,0.021771339685262677,Material_POM_19
1775472467.4057477,-0.47,0.5,1.09,0.6862215385719105,0.6295604669829757,1.09,555400.9880664118,205474.43270479116,14.000000000000012,0.022327222056658217,Material_POM_19
1775472467.4171255,-0.56,0.51,1.24,0.757429864739964,0.6108300434757424,1.2399999999999998,548800.9941747121,212488.74989832626,14.999999999999991,0.02564687331358782,Material_POM_19
1775472467.4274836,-0.66,0.53,1.39,0.8464632301523795,0.6089659145226367,1.3899999999999997,542201.0002643713,219080.06607819168,14.999999999999991,0.03351526202748178,Material_POM_19
1775472467.4388945,-0.76,0.56,1.54,0.9440338976964757,0.6130086264206814,1.54,535601.0063944575,225285.51216125194,15.000000000000014,0.04578363712678104,Material_POM_19
1775472467.4496295,-0.86,0.59,1.7,1.042928568982555,0.613487032644425,1.7,529101.0125293279,231190.65418168862,15.999999999999993,0.061357047118748065,Material_POM_19
1775472467.4608994,-0.97,0.62,1.86,1.1512167476196653,0.6189334025194961,1.86,522601.0187186619,236770.30066023426,16.000000000000014,0.07994381914814143,Material_POM_19
1775472467.4715776,-1.07,0.65,2.01,1.2519584657647393,0.6228645984577815,2.01,516101.02494730783,242046.9625689674,16.000000000000014,0.10042526945317805,Material_POM_19
1775472467.482792,-1.17,0.68,2.17,1.353255334369682,0.6236196823732717,2.17,509601.0311835047,247040.05557244632,16.000000000000014,0.12256304568021381,Material_POM_19
1775472467.4934568,-1.28,0.71,2.33,1.4637281168304448,0.6282092225842155,2.33,503101.0374655969,251766.45158077095,16.000000000000014,0.1466599147947573,Material_POM_19
1775472467.5044105,-1.38,0.75,2.48,1.5706368135250108,0.6333210404048267,2.48,496601.04379880725,256240.9087918471,16.000000000000014,0.17225985371513164,Material_POM_19
1775472467.515538,-1.48,0.78,2.64,1.6729614460590536,0.6336972774097637,2.64,490101.0501357801,260476.41101709427,16.000000000000014,0.19898022724096392,Material_POM_19
1775472467.5264506,-1.59,0.81,2.8,1.7844326829555663,0.6372971591637169,2.7999999999999994,483601.05650875164,264484.43845369027,16.000000000000014,0.22718619488680383,Material_POM_19
1775472467.537284,-1.69,0.84,2.96,1.8872466717416672,0.637583119648158,2.9599999999999995,477101.06288458296,268275.18676715164,16.000000000000014,0.2563241049508175,Material_POM_19
1775472467.5482545,-1.79,0.87,3.11,1.990226117806718,0.6399438835571815,3.1099999999999994,470601.0692840218,271857.7452074674,16.000000000000014,0.286352697117602,Material_POM_19
1775472467.5594661,-1.89,0.9,3.27,2.093346602930341,0.6401669610897186,3.2699999999999996,464101.0756856914,275240.2434019073,16.000000000000014,0.3172288611321579,Material_POM_19
1775472467.570042,-1.99,0.93,3.43,2.19658826364888,0.6404045548817273,3.43,457601.0820897368,278429.972723597,16.000000000000014,0.3489094130986754,Material_POM_19
1775472467.5809803,-2.1,0.96,3.59,2.309025768587263,0.6431824861851746,3.5899999999999994,451101.0885215617,281433.48765778984,16.000000000000014,0.38171873864046535,Material_POM_19
1775472467.592166,-2.2,0.99,3.75,2.4124883419407444,0.6433300529628511,3.7499999999999996,444701.0949548622,284327.16399689275,16.000000000000014,0.41517276509264434,Material_POM_19
1775472467.6031175,-2.3,1.03,3.91,2.520099204396525,0.6445264859002657,3.9099999999999993,438301.1014001271,287049.02813284175,16.000000000000014,0.4494248001261256,Material_POM_19
