time,Fx,Fy,Fz,Ft,mu,k_eff,mu_mean,mu_std,slip,micro,material
1775471456.5208123,-0.41,-1.02,0.53,1.0993179703798168,2.0741809362243027,0.5299999999999999,206517.62154503434,128901.01630786154,3.0000000000000027,0.21055611717976824,Material_EPEfoam_16
1775471456.5315056,-0.42,-1.06,0.55,1.140175425099138,2.073042458284872,0.5499999999999999,203520.97746270458,130177.6161499583,3.0000000000000027,0.22330860197276114,Material_EPEfoam_16
1775471456.5430713,-0.43,-1.09,0.58,1.1717508267545622,2.020256562927585,0.58,200524.3328525159,131373.48266661286,3.0000000000000027,0.2360793282245794,Material_EPEfoam_16
1775471456.5531847,-0.45,-1.12,0.6,1.2070211265756703,2.0116985247952424,0.6,197527.68815674682,132490.8012859492,3.0000000000000027,0.2489899733683543,Material_EPEfoam_16
1775471456.5641325,-0.46,-1.15,0.62,1.238587905640936,1.9977192063253701,0.62,194531.04332118455,133531.54383273347,3.0000000000000027,0.26191501419737767,Material_EPEfoam_16
1775471456.5757735,-0.48,-1.19,0.65,1.283160161476345,1.9740895190566552,0.65,191534.39824932537,134497.48808542703,3.0000000000000027,0.2752557315620563,Material_EPEfoam_16
1775471456.5861518,-0.49,-1.22,0.67,1.3147243057006286,1.9622721543708568,0.67,188537.7530592926,135390.23482294608,3.0000000000000027,0.2885818485248411,Material_EPEfoam_16
1775471456.59726,-0.51,-1.25,0.69,1.3500370365289984,1.9565725796469837,0.6899999999999998,185630.88425426866,136283.43562251382,3.0000000000000027,0.3019608054862584,Material_EPEfoam_16
1775471456.608138,-0.52,-1.28,0.72,1.3815932831336435,1.9188768948010397,0.72,182724.01507228788,137109.20585429954,3.0000000000000027,0.31531920730855323,Material_EPEfoam_16
1775471456.6190944,-0.53,-1.32,0.74,1.4224275025462634,1.9221967302020717,0.7399999999999999,179817.1459235055,137868.7565987888,3.0000000000000027,0.32892449612922103,Material_EPEfoam_16
1775471456.6301847,-0.55,-1.35,0.76,1.4577379737113252,1.9180737574178521,0.7599999999999999,176910.27673349332,138563.17692766333,3.0000000000000027,0.3425984968788623,Material_EPEfoam_16
1775471456.6409037,-0.56,-1.38,0.79,1.489295135290517,1.8851813292521362,0.79,174003.4072145569,139193.44198621126,3.0000000000000027,0.3562290367282447,Material_EPEfoam_16
1775471456.6522133,-0.58,-1.42,0.81,1.5338839591051208,1.8936815622513066,0.81,171096.5377806228,139760.41919572023,3.0000000000000027,0.3701751419887191,Material_EPEfoam_16
1775471456.6628327,-0.59,-1.45,0.83,1.565439235486322,1.8860690956834052,0.8299999999999998,168189.66827056406,140264.87622121486,3.0000000000000027,0.3840554091919614,Material_EPEfoam_16
1775471456.6740716,-0.61,-1.48,0.86,1.6007810593582121,1.86137116045006,0.8599999999999999,165282.79851352584,140707.4856924355,3.0000000000000027,0.39797248252447665,Material_EPEfoam_16
