time,Fx,Fy,Fz,Ft,mu,k_eff,mu_mean,mu_std,slip,micro,material
1775472153.9767797,-0.39,-0.11,0.7,0.4052159917870962,0.5788791612970499,0.7,0.04721114628191003,0.13291827139885454,10.999999999999998,0.056413285625121976,Material_Silicone_13
1775472153.9870174,-0.49,-0.12,0.82,0.5044799302251776,0.615218676837196,0.82,0.05336333305028198,0.14433798562391414,12.0,0.07459856359430303,Material_Silicone_13
1775472153.9980881,-0.61,-0.12,0.94,0.6216912416947822,0.6613729577891749,0.94,0.05997706262817373,0.15639051524836378,12.0,0.09570611825945823,Material_Silicone_13
1775472154.0091853,-0.73,-0.1,1.07,0.7368174807915457,0.6886138244651601,1.07,0.06686320087282534,0.16830461569023628,13.00000000000001,0.11903036259155651,Material_Silicone_13
1775472154.020205,-0.86,-0.07,1.2,0.8628441342444184,0.7190361793401993,1.2,0.07405356266622734,0.18023132752670545,13.00000000000001,0.144854601930989,Material_Silicone_13
1775472154.0312169,-1.0,-0.04,1.32,1.0007996802557444,0.7581810015717749,1.32,0.08163537268194508,0.19248717308985333,13.00000000000001,0.17343928052678467,Material_Silicone_13
1775472154.042185,-1.14,-0.01,1.46,1.140043858805441,0.7808514232561765,1.46,0.08944388691450685,0.20448160411802355,13.99999999999999,0.20442301355185463,Material_Silicone_13
1775472154.0531347,-1.29,0.03,1.59,1.2903487900563941,0.8115396091300535,1.59,0.09755928300580738,0.2165204078148699,13.99999999999999,0.23804568718825964,Material_Silicone_13
1775472154.063842,-1.43,0.07,1.72,1.4317122615944866,0.8323903658163494,1.72,0.10588318666397088,0.22829014147318374,13.99999999999999,0.2735082574819558,Material_Silicone_13
1775472154.0746958,-1.57,0.1,1.86,1.5731814898478815,0.8457960451891593,1.86,0.11434114711586246,0.23959851729250847,14.000000000000012,0.3106334882573659,Material_Silicone_13
1775472154.0856376,-1.72,0.14,1.99,1.7256882684888368,0.8671795986478584,1.99,0.12301294310234104,0.25073724853908447,14.000000000000012,0.3497776227003572,Material_Silicone_13
1775472154.0973716,-1.86,0.18,2.12,1.8686893802876925,0.8814568390711571,2.12,0.13182751149305263,0.2615196374665823,14.000000000000012,0.3903054783496962,Material_Silicone_13
1775472154.108086,-2.01,0.22,2.26,2.0220039564748626,0.8946916202580719,2.26,0.14077442769563336,0.27195276249317746,14.000000000000012,0.43255808621753433,Material_Silicone_13
1775472154.119085,-2.15,0.26,2.39,2.16566387050253,0.9061351315344762,2.39,0.1498357790109781,0.2820209081165562,14.000000000000012,0.4759717726569712,Material_Silicone_13
1775472154.1299155,-2.29,0.29,2.52,2.308289409931086,0.9159874975966619,2.52,0.15899565398694473,0.2917143573043867,14.000000000000012,0.5204314077448429,Material_Silicone_13
1775472154.141042,-2.44,0.33,2.66,2.462214450449026,0.9256441822574599,2.66,0.16825209580951936,0.30105861226914404,14.000000000000012,0.5663196985764037,Material_Silicone_13
1775472154.1514697,-2.58,0.38,2.79,2.607834350567536,0.934707317512623,2.79,0.17759916898464556,0.31006510386658837,14.000000000000012,0.6131980482195621,Material_Silicone_13
1775472154.162415,-2.73,0.42,2.93,2.76211875197284,0.9427023239831112,2.93,0.18702619222447667,0.31873172668920113,14.000000000000012,0.6613284006350506,Material_Silicone_13
1775472154.1734214,-2.87,0.46,3.06,2.9066303514551004,0.9498788894039905,3.06,0.19652498111851657,0.327061677697016,14.000000000000012,0.7102540498966887,Material_Silicone_13
1775472154.1848826,-3.02,0.5,3.19,3.0611109094575455,0.9595955955680093,3.19,0.20612093707419668,0.33513251944806904,14.000000000000012,0.7602860707058181,Material_Silicone_13
1775472154.19549,-3.16,0.54,3.33,3.205807230636303,0.9627045849644799,3.33,0.21574798292384148,0.34281256589478376,14.000000000000012,0.810997179490262,Material_Silicone_13
1775472154.2064967,-3.31,0.59,3.46,3.3621719170797917,0.9717257067497355,3.46,0.22546523999133886,0.35025074092470143,14.000000000000012,0.8627476019905562,Material_Silicone_13
1775472154.2171645,-3.45,0.63,3.6,3.507050042414565,0.9741802967317412,3.6,0.23520704295865627,0.35732068987214083,14.000000000000012,0.915070862696941,Material_Silicone_13
1775472154.228441,-3.6,0.67,3.73,3.6618164891212124,0.9817199751745944,3.73,0.24502424271040224,0.36414460046638036,14.000000000000012,0.9682577836198121,Material_Silicone_13
1775472154.2392018,-3.74,0.71,3.87,3.8067965535342183,0.9836681059085561,3.87,0.25486092376948777,0.37062124672744606,14.000000000000012,1.021926339190102,Material_Silicone_13
1775472154.2502732,-3.89,0.75,4.0,3.9616410741004797,0.9904100209226147,4.0,0.2647650239787139,0.37685912641653446,14.000000000000012,1.0763573538992988,Material_Silicone_13
1775472154.2612116,-4.03,0.8,4.14,4.108637243661212,0.992424215274637,4.14,0.2746892661314602,0.3827769381620019,14.000000000000012,1.1312464051107456,Material_Silicone_13
1775472154.2722034,-4.18,0.84,4.27,4.263566582100014,0.9984931109149657,4.27,0.2846741972406099,0.3884621779110265,14.000000000000012,1.186801121639664,Material_Silicone_13
1775472154.2832499,-4.32,0.88,4.41,4.408718634705553,0.9997092142848841,4.41,0.2946712893834587,0.3938340749431347,14.000000000000057,1.242672758764106,Material_Silicone_13
1775472154.2940009,-4.47,0.93,4.54,4.56572009654556,1.005664997991313,4.54,0.3047279393633719,0.3989874073531977,14.000000000000057,1.2991839392275275,Material_Silicone_13
1775472154.3048873,-4.61,0.97,4.68,4.710944703559998,1.0066119010572858,4.68,0.31479405837394475,0.4038408650211571,14.000000000000057,1.3559360034951624,Material_Silicone_13
1775472154.316556,-4.76,1.01,4.81,4.865973694955615,1.0116367324987283,4.81,0.324910425698932,0.4084728234609015,14.000000000000057,1.4131837399362577,Material_Silicone_13
1775472154.3268116,-4.9,1.06,4.95,5.0133421985737225,1.0127961991469743,4.95,0.3350383876904018,0.4128240211250596,14.000000000000057,1.4706632532395358,Material_Silicone_13
1775472154.3378255,-5.05,1.1,5.09,5.168413683133346,1.0154052392393136,5.09,0.3451924400827949,0.4169257139497157,14.000000000000057,1.5285588712743745,Material_Silicone_13
1775472154.3501284,-5.19,1.15,5.22,5.315881864752075,1.0183679782345014,5.219999999999999,0.35537611986513995,0.42078904270825074,14.000000000000057,1.586617281318204,Material_Silicone_13
1775472154.3605363,-5.34,1.19,5.36,5.470987113857974,1.0207063606626143,5.36,0.36558318347176616,0.4244089487079043,14.000000000000057,1.6450161159090824,Material_Silicone_13
1775472154.3709307,-5.49,1.24,5.49,5.628294590726395,1.025190084797142,5.49,0.3758350843197374,0.42782257569550847,14.000000000000057,1.7037707439807763,Material_Silicone_13
1775472154.3830357,-5.63,1.29,5.63,5.775898198548862,1.0259142402548174,5.63,0.38609422672228577,0.43097611912455164,14.000000000000057,1.762580484238134,Material_Silicone_13
1775472154.3930032,-5.78,1.33,5.76,5.93104543904361,1.0296952099563195,5.76,0.3963911788218488,0.43391925835371076,14.000000000000057,1.821614496869532,Material_Silicone_13
1775472154.4040484,-5.92,1.38,5.88,6.078716969887642,1.033795227226601,5.88,0.40672913109411496,0.436658481030428,14.000000000000057,1.88064167049807,Material_Silicone_13
